nbp,iteration,calc_transfer_s
5,0,0.001057
5,1,0.000194
5,2,0.037100
5,3,0.038971
5,4,0.043771
5,5,0.030660
5,6,0.038464
5,7,0.034994
5,8,0.033297
5,9,0.038214
5,10,0.034502
5,11,0.032737
5,12,0.033764
5,13,0.034066
5,14,0.032219
5,15,0.040692
5,16,0.035132
5,17,0.032786
5,18,0.034008
5,19,0.036148
5,20,0.035913
5,21,0.032398
5,22,0.036231
5,23,0.035495
5,24,0.035715
5,25,0.033738
5,26,0.038837
5,27,0.037224
5,28,0.034619
5,29,0.034289
5,30,0.036670
5,31,0.033754
5,32,0.038575
5,33,0.033950
5,34,0.034496
5,35,0.038465
5,36,0.035234
5,37,0.036417
5,38,0.036919
5,39,0.037984
5,40,0.034619
5,41,0.036330
5,42,0.035560
5,43,0.035562
5,44,0.032835
5,45,0.033742
5,46,0.038361
5,47,0.036286
5,48,0.038973
5,49,0.036560
5,50,0.035720
5,51,0.032525
5,52,0.033409
5,53,0.042248
5,54,0.061541
5,55,0.039673
5,56,0.046047
5,57,0.036813
5,58,0.037453
5,59,0.032342
5,60,0.033196
5,61,0.042676
5,62,0.034532
5,63,0.038328
5,64,0.036006
5,65,0.035739
5,66,0.035707
5,67,0.038199
5,68,0.038111
5,69,0.036171
5,70,0.033960
5,71,0.035572
5,72,0.033296
5,73,0.033008
5,74,0.040543
5,75,0.037501
5,76,0.036298
5,77,0.033100
5,78,0.038509
5,79,0.036499
5,80,0.033383
5,81,0.038362
5,82,0.035673
5,83,0.035457
5,84,0.035673
5,85,0.033548
5,86,0.034146
5,87,0.042194
5,88,0.036040
5,89,0.035923
5,90,0.033154
5,91,0.033195
5,92,0.038096
5,93,0.036239
5,94,0.038210
5,95,0.037899
5,96,0.041208
5,97,0.032211
5,98,0.039303
5,99,0.040323
5,100,0.038946
5,101,0.035177
5,102,0.034006
5,103,0.037938
5,104,0.033613
5,105,0.035186
5,106,0.035186
5,107,0.036040
5,108,0.032836
5,109,0.035986
5,110,0.037760
5,111,0.037202
5,112,0.036189
5,113,0.038172
5,114,0.035765
5,115,0.039079
5,116,0.034787
5,117,0.037575
5,118,0.035632
5,119,0.038726
5,120,0.040243
5,121,0.037253
5,122,0.037328
5,123,0.036671
5,124,0.034556
5,125,0.036210
5,126,0.038949
5,127,0.036214
5,128,0.036841
5,129,0.038295
5,130,0.036585
5,131,0.036450
5,132,0.034967
5,133,0.037216
5,134,0.036156
5,135,0.034049
5,136,0.034347
5,137,0.035072
5,138,0.035563
5,139,0.037489
5,140,0.035252
5,141,0.037717
5,142,0.038083
5,143,0.038257
5,144,0.035797
5,145,0.035959
5,146,0.035445
5,147,0.035846
5,148,0.038410
5,149,0.037871
5,150,0.034304
5,151,0.035356
5,152,0.037671
5,153,0.036842
5,154,0.039708
5,155,0.036791
5,156,0.033867
5,157,0.037646
5,158,0.035029
5,159,0.039557
5,160,0.038162
5,161,0.025163
5,162,0.037093
5,163,0.035142
5,164,0.037983
5,165,0.034719
5,166,0.038711
5,167,0.035329
5,168,0.037514
5,169,0.035392
5,170,0.038242
5,171,0.037758
5,172,0.037900
5,173,0.039480
5,174,0.035366
5,175,0.035964
5,176,0.035694
5,177,0.035616
5,178,0.034807
5,179,0.040121
5,180,0.036815
5,181,0.036295
5,182,0.034828
5,183,0.034508
5,184,0.037246
5,185,0.036445
5,186,0.037314
5,187,0.037046
5,188,0.039632
5,189,0.037855
5,190,0.036780
5,191,0.037424
5,192,0.039622
5,193,0.038045
5,194,0.039274
5,195,0.034726
5,196,0.039437
5,197,0.041225
5,198,0.038233
