nbp,iteration,calc_transfer_s
4,0,0.000102
4,1,0.013959
4,2,0.037788
4,3,0.010027
4,4,0.037737
4,5,0.014903
4,6,0.034334
4,7,0.016377
4,8,0.043277
4,9,0.001977
4,10,0.051322
4,11,0.003017
4,12,0.050852
4,13,0.002966
4,14,0.051040
4,15,0.002273
4,16,0.051329
4,17,0.002341
4,18,0.050916
4,19,0.002179
4,20,0.051680
4,21,0.002621
4,22,0.050611
4,23,0.002425
4,24,0.052056
4,25,0.002633
4,26,0.051872
4,27,0.002415
4,28,0.052111
4,29,0.002673
4,30,0.051057
4,31,0.002329
4,32,0.048138
4,33,0.002415
4,34,0.049150
4,35,0.002799
4,36,0.050581
4,37,0.002629
4,38,0.048387
4,39,0.002619
4,40,0.051926
4,41,0.003324
4,42,0.051169
4,43,0.002382
4,44,0.050600
4,45,0.002572
4,46,0.051924
4,47,0.002119
4,48,0.052348
4,49,0.002217
4,50,0.051516
4,51,0.002506
4,52,0.051643
4,53,0.002550
4,54,0.051928
4,55,0.002750
4,56,0.050711
4,57,0.002598
4,58,0.051850
4,59,0.002440
4,60,0.051653
4,61,0.002502
4,62,0.050181
4,63,0.002373
4,64,0.052137
4,65,0.002382
4,66,0.051713
4,67,0.003100
4,68,0.050523
4,69,0.000009
4,70,0.050194
4,71,0.004335
4,72,0.049554
4,73,0.002634
4,74,0.049494
4,75,0.003325
4,76,0.046998
4,77,0.003305
4,78,0.051247
4,79,0.004532
4,80,0.049719
4,81,0.000246
4,82,0.047691
4,83,0.002833
4,84,0.047990
4,85,0.000007
4,86,0.052174
4,87,0.002552
4,88,0.047007
4,89,0.003220
4,90,0.044013
4,91,0.005100
4,92,0.048702
4,93,0.002625
4,94,0.049596
4,95,0.001902
4,96,0.049166
4,97,0.002525
4,98,0.049620
4,99,0.002202
4,100,0.045674
4,101,0.003399
4,102,0.048301
4,103,0.003412
4,104,0.049975
4,105,0.002706
4,106,0.045161
4,107,0.004483
4,108,0.048219
4,109,0.002837
4,110,0.046494
4,111,0.001905
4,112,0.049122
4,113,0.002635
4,114,0.049637
4,115,0.002609
4,116,0.053890
4,117,0.003047
4,118,0.045206
4,119,0.003092
4,120,0.046553
4,121,0.003135
4,122,0.046336
4,123,0.002666
4,124,0.048555
4,125,0.002697
4,126,0.049630
4,127,0.002255
4,128,0.045546
4,129,0.004107
4,130,0.049255
4,131,0.003222
4,132,0.049009
4,133,0.002670
4,134,0.044484
4,135,0.004844
4,136,0.048613
4,137,0.003301
4,138,0.045639
4,139,0.003734
4,140,0.048758
4,141,0.002878
4,142,0.044781
4,143,0.004518
4,144,0.048838
4,145,0.002214
4,146,0.044877
4,147,0.004720
4,148,0.048333
4,149,0.002303
4,150,0.048495
4,151,0.003196
4,152,0.049148
4,153,0.003342
4,154,0.049976
4,155,0.002639
4,156,0.049655
4,157,0.003839
4,158,0.046129
4,159,0.002891
4,160,0.049121
4,161,0.003235
4,162,0.046380
4,163,0.002415
4,164,0.049858
4,165,0.002986
4,166,0.045572
4,167,0.004043
4,168,0.046784
4,169,0.002371
4,170,0.049656
4,171,0.002180
4,172,0.058522
4,173,0.003334
4,174,0.048902
4,175,0.002666
4,176,0.049607
4,177,0.003480
4,178,0.048161
4,179,0.002700
4,180,0.047482
4,181,0.002777
4,182,0.049614
4,183,0.001875
4,184,0.046477
4,185,0.002506
4,186,0.048610
4,187,0.002675
4,188,0.049616
4,189,0.003388
4,190,0.050016
4,191,0.003669
4,192,0.047484
4,193,0.002660
4,194,0.048927
4,195,0.002736
4,196,0.049493
4,197,0.003294
4,198,0.042532
