nbp,iteration,calc_transfer_s
4,0,0.129831
4,1,0.140486
4,2,0.149274
4,3,0.131200
4,4,0.119398
4,5,0.127096
4,6,0.139478
4,7,0.140423
4,8,0.139959
4,9,0.128787
4,10,0.125421
4,11,0.131764
4,12,0.130713
4,13,0.124222
4,14,0.138785
4,15,0.134230
4,16,0.134270
4,17,0.141546
4,18,0.123513
4,19,0.123388
4,20,0.132855
4,21,0.140495
4,22,0.125827
4,23,0.138969
4,24,0.127648
4,25,0.132750
4,26,0.132512
4,27,0.128905
4,28,0.142589
4,29,0.136990
4,30,0.134269
4,31,0.120268
4,32,0.134189
4,33,0.136725
4,34,0.134315
4,35,0.126084
4,36,0.145105
4,37,0.147069
4,38,0.119665
4,39,0.141606
4,40,0.137945
4,41,0.135532
4,42,0.131071
4,43,0.135086
4,44,0.127488
4,45,0.132760
4,46,0.122985
4,47,0.134495
4,48,0.136491
4,49,0.138123
4,50,0.135136
4,51,0.143142
4,52,0.127845
4,53,0.136344
4,54,0.134638
4,55,0.146000
4,56,0.147613
4,57,0.135586
4,58,0.150125
4,59,0.134566
4,60,0.138913
4,61,0.143264
4,62,0.130299
4,63,0.138109
4,64,0.143520
4,65,0.142653
4,66,0.127695
4,67,0.140190
4,68,0.137211
4,69,0.137887
4,70,0.146488
4,71,0.134115
4,72,0.140083
4,73,0.135315
4,74,0.147308
4,75,0.126506
4,76,0.136009
4,77,0.142347
4,78,0.150780
4,79,0.130442
4,80,0.126440
4,81,0.153035
4,82,0.136070
4,83,0.133830
4,84,0.137814
4,85,0.143027
4,86,0.128027
4,87,0.132709
4,88,0.137112
4,89,0.136179
4,90,0.139466
4,91,0.145233
4,92,0.134330
4,93,0.138574
4,94,0.133069
4,95,0.136867
4,96,0.135205
4,97,0.137912
4,98,0.146267
4,99,0.137179
4,100,0.137672
4,101,0.141581
4,102,0.127044
4,103,0.136997
4,104,0.136527
4,105,0.140014
4,106,0.144550
4,107,0.149080
4,108,0.135535
4,109,0.141539
4,110,0.130769
4,111,0.131075
4,112,0.145283
4,113,0.143525
4,114,0.133849
4,115,0.126964
4,116,0.132624
4,117,0.127578
4,118,0.132030
4,119,0.153642
4,120,0.146064
4,121,0.146617
4,122,0.159470
4,123,0.135124
4,124,0.140199
4,125,0.130900
4,126,0.137508
4,127,0.142578
4,128,0.141165
4,129,0.139185
4,130,0.135807
4,131,0.150204
4,132,0.136539
4,133,0.141672
4,134,0.138316
4,135,0.140066
4,136,0.148755
4,137,0.143434
4,138,0.135259
4,139,0.141788
4,140,0.141144
4,141,0.140763
4,142,0.138076
4,143,0.143901
4,144,0.138064
4,145,0.141152
4,146,0.140478
4,147,0.149793
4,148,0.142793
4,149,0.142439
4,150,0.146448
4,151,0.150755
4,152,0.136064
4,153,0.136957
4,154,0.135038
4,155,0.138215
4,156,0.137758
4,157,0.142642
4,158,0.145243
4,159,0.145887
4,160,0.147254
4,161,0.153465
4,162,0.143088
4,163,0.143324
4,164,0.141863
4,165,0.140800
4,166,0.143795
4,167,0.151384
4,168,0.141154
4,169,0.130982
4,170,0.150882
4,171,0.133525
4,172,0.146262
4,173,0.145869
4,174,0.135884
4,175,0.156976
4,176,0.145689
4,177,0.141847
4,178,0.145483
4,179,0.142541
4,180,0.133432
4,181,0.135607
4,182,0.145628
4,183,0.133921
4,184,0.142226
4,185,0.136288
4,186,0.140168
4,187,0.150763
4,188,0.139673
4,189,0.128680
4,190,0.146237
4,191,0.139656
4,192,0.139541
4,193,0.143043
4,194,0.150049
4,195,0.133934
4,196,0.136415
4,197,0.131657
4,198,0.127162
